en_a	Gen_b	Ortholog_Status	Species_with_Ortholog	Hormone	Duplicated_Ortholog
Solyc11g071840	SPI11g04149	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc12g006180	Capang00g003255	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc12g006180	Capana00g004055	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc12g006180	PGSC0003DMP400050235\tPGSC0003DMT400074192;PGSC0003DMP400050236\tPGSC0003DMT400074193	Has Ortholog	Potato	Ethylene	TRUE
Solyc12g006180	SLYcer12g00230	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc12g006180	Sopen12g002130	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc12g006180	SPI12g00264	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc12g006230	Capang03g003168	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc12g006230	Capana00g004034	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc12g006230	PGSC0003DMP400050200\tPGSC0003DMT400074146;PGSC0003DMP400050201\tPGSC0003DMT400074147	Has Ortholog	Potato	Ethylene	TRUE
Solyc12g006230	SLYcer12g00235	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc12g006230	Sopen12g002180	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc12g006230	SPI12g00269	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc12g006380	Capana09g000437;Capana09g000454	Has Ortholog	Dom. pepper	Ethylene	TRUE
Solyc12g006380	PGSC0003DMP400050181\tPGSC0003DMT400074120	Has Ortholog	Potato	Ethylene	FALSE
Solyc12g006380	SLYcer12g00257	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc12g006380	Sopen12g002330	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc12g006380	SPI12g00291	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc12g015820	NA	No Ortholog	None	Ethylene	FALSE
Solyc12g015910	Capang00g005254;Capang12g002481	Has Ortholog	Wild pepper	Ethylene	TRUE
Solyc12g015910	PGSC0003DMP400051930\tPGSC0003DMT400076648	Has Ortholog	Potato	Ethylene	FALSE
Solyc12g015910	Sopen02g026450	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc12g015910	SPI12g00981;SPI12g01000	Has Ortholog	S. pimp.	Ethylene	TRUE
Solyc12g042600	PGSC0003DMP400049885\tPGSC0003DMT400073709	Has Ortholog	Potato	Ethylene	FALSE
Solyc12g042600	SLYcer12g04034	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc12g042600	Sopen12g021740	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc12g042600	SPI12g03989	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc12g044440	SLYcer12g04171	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc12g044440	Sopen12g022760	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc12g044440	SPI12g04109	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc12g044940	PGSC0003DMP400056136\tPGSC0003DMT400083885	Has Ortholog	Potato	Ethylene	FALSE
Solyc12g044940	SLYcer12g04253	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc12g044940	Sopen12g023300	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc12g044940	SPI12g04191	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc12g045030	Capana12g000797	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc12g045030	PGSC0003DMP400024795\tPGSC0003DMT400036569	Has Ortholog	Potato	Ethylene	FALSE
Solyc12g045030	SLYcer12g04263	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc12g045030	Sopen12g023390	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc12g045030	SPI12g04205	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc12g088370	PGSC0003DMP400020497\tPGSC0003DMT400030164	Has Ortholog	Potato	Ethylene	FALSE
Solyc12g088370	SLYcer12g04661	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc12g088370	Sopen12g030350	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc12g088370	SPI12g04618	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc12g098690	Capang12g000215	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc12g098690	Capana12g000246	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc12g098690	PGSC0003DMP400008106\tPGSC0003DMT400011663;PGSC0003DMP400008107\tPGSC0003DMT400011664	Has Ortholog	Potato	Ethylene	TRUE
Solyc12g098690	SLYcer12g05050	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc12g098690	Sopen12g033440	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc12g098690	SPI12g05008	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc12g098950	Capang12g000189	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc12g098950	Capana12g000194	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc12g098950	PGSC0003DMP400008144\tPGSC0003DMT400011730	Has Ortholog	Potato	Ethylene	FALSE
Solyc12g098950	SLYcer12g05097	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc12g098950	Sopen12g033700	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc12g098950	SPI12g05049	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc01g005250	Capang01g002840	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc01g005250	Capana08g000095	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g005250	PGSC0003DMP400039525\tPGSC0003DMT400058680	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g005250	SLYcer01g00139	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g005250	Sopen01g001280	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g005250	SPI01g00167	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g028830	Capang01g001739	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc01g028830	Capana01g002031	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g028830	PGSC0003DMP400041518\tPGSC0003DMT400061697;PGSC0003DMP400041519\tPGSC0003DMT400061698	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc01g028830	PGSC0003DMP400041518\tPGSC0003DMT400061697;PGSC0003DMP400041519\tPGSC0003DMT400061698	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc01g028830	SLYcer01g04242	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g028830	Sopen01g016890	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g028830	SPI01g04271	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g057330	SLYcer01g04775	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g066430	Capang01g002044	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc01g066430	Capana01g002369	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g066430	PGSC0003DMP400020053\tPGSC0003DMT400029456	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g066430	SLYcer01g05683	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g066430	Sopen01g028080	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g066430	SPI01g05856	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g079830	Capang01g002645	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc01g079830	Capana01g002944	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g079830	PGSC0003DMP400015816\tPGSC0003DMT400023222	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g079830	SLYcer01g06109	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g079830	SPI01g06404	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g097510	Capang01g003847;Capang01g003850	Has Ortholog	Wild pepper	Jasmonic Acid	TRUE
Solyc01g097510	Capang01g003847;Capang01g003850	Has Ortholog	Wild pepper	Jasmonic Acid	TRUE
Solyc01g097510	Capana08g001265;Capana08g001268	Has Ortholog	Dom. pepper	Jasmonic Acid	TRUE
Solyc01g097510	Capana08g001265;Capana08g001268	Has Ortholog	Dom. pepper	Jasmonic Acid	TRUE
Solyc01g097510	PGSC0003DMP400033754\tPGSC0003DMT400049998	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g097510	SLYcer01g07807	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g097510	Sopen01g041170	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g097510	SPI01g07467	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g098390	Capang01g003953	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc01g098390	Capana08g001379	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g098390	PGSC0003DMP400049733\tPGSC0003DMT400073501	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g098390	SLYcer01g07717	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g098390	Sopen01g041960	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g098390	SPI01g07553	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g099800	SPI01g07699	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g101240	Capang01g004258	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc01g101240	Capana08g001677	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g101240	PGSC0003DMP400031856\tPGSC0003DMT400047088	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g101240	SLYcer01g07429	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g101240	Sopen01g044690	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g101240	SPI01g07843	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g103570	Capang01g004398	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc01g103570	Capana08g001831	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g103570	PGSC0003DMP400043214\tPGSC0003DMT400064124	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g103570	SLYcer01g07298	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g103570	Sopen01g045920	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g104080	Capang01g004476	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc01g104080	Capana08g001913	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g104080	PGSC0003DMP400041176\tPGSC0003DMT400061153	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g104080	SLYcer01g07240	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g104080	Sopen01g046490	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g104080	SPI01g08022	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g104220	Capang01g004489	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc01g104220	Capana08g001924	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g104220	PGSC0003DMP400041169\tPGSC0003DMT400061146	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g104220	SLYcer01g07224	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g104220	Sopen01g046660	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g104220	SPI01g08035	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g104510	Capang01g004518	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc01g104510	Capana08g001956	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g104510	PGSC0003DMP400041080\tPGSC0003DMT400061016	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g104510	SLYcer01g07185	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g104510	Sopen01g047010	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g104510	SPI01g08074	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g105710	Capana08g002087	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g105710	PGSC0003DMP400056071\tPGSC0003DMT400083778	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g105710	SLYcer01g07955	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g105710	Sopen01g048150	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g105710	SPI01g08194	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g107290	Capang01g004812	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc01g107290	Capana08g002258	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g107290	PGSC0003DMP400044603\tPGSC0003DMT400066172	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g107290	SLYcer01g08117	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g107290	Sopen01g049540	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g107290	SPI01g08348	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g107800	Capang01g004876	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc01g107800	Capana08g002326	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g107800	PGSC0003DMP400044884\tPGSC0003DMT400066571	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g107800	SLYcer01g08171	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g107800	Sopen01g049970	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g107800	SPI01g08400	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g108270	Capang01g004929	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc01g108270	Capana08g002386	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g108270	PGSC0003DMP400044720\tPGSC0003DMT400066346;PGSC0003DMP400044721\tPGSC0003DMT400066347	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc01g108270	PGSC0003DMP400044720\tPGSC0003DMT400066346;PGSC0003DMP400044721\tPGSC0003DMT400066347	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc01g108270	SLYcer01g08222	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g108270	Sopen01g050490	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g108270	SPI01g08444	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g108280	Capang01g004977	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc01g108280	Capana08g002441	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g108280	PGSC0003DMP400044922\tPGSC0003DMT400066617	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g108280	SLYcer01g08223	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g108280	Sopen01g050500	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g108910	Capang01g004995;Capang01g004996	Has Ortholog	Wild pepper	Jasmonic Acid	TRUE
Solyc01g108910	Capang01g004995;Capang01g004996	Has Ortholog	Wild pepper	Jasmonic Acid	TRUE
Solyc01g108910	Capana08g002472;Capana08g002474	Has Ortholog	Dom. pepper	Jasmonic Acid	TRUE
Solyc01g108910	Capana08g002472;Capana08g002474	Has Ortholog	Dom. pepper	Jasmonic Acid	TRUE
Solyc01g108910	PGSC0003DMP400044987\tPGSC0003DMT400066723	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g108910	SLYcer01g08283	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g108910	Sopen01g051110	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g108910	SPI01g08507	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc01g111980	Capang01g005376	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc01g111980	Capana08g002793	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc01g111980	PGSC0003DMP400032501\tPGSC0003DMT400048002	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc01g111980	SLYcer01g08576	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc01g111980	Sopen01g054030	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc01g111980	SPI01g08805	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc02g062040	Capang00g003665	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc02g062040	Capana02g000544	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc02g062040	PGSC0003DMP400041285\tPGSC0003DMT400061368	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc02g062040	Sopen02g013000	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc02g062040	SPI02g01957	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc02g069090	Capang02g001100	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc02g069090	Capana02g001274	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc02g069090	PGSC0003DMP400018307\tPGSC0003DMT400026850;PGSC0003DMP400018308\tPGSC0003DMT400026852	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc02g069090	PGSC0003DMP400018307\tPGSC0003DMT400026850;PGSC0003DMP400018308\tPGSC0003DMT400026852	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc02g069090	SLYcer02g03713	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc02g069090	Sopen02g018190	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc02g069090	SPI02g02606	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc02g080630	Capang02g001979	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc02g080630	Capana02g002206	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc02g080630	PGSC0003DMP400028772\tPGSC0003DMT400042417	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc02g080630	SLYcer02g04450	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc02g080630	Sopen02g025340	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc02g080630	SPI02g03348	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc02g083350	NA	No Ortholog	None	Jasmonic Acid	FALSE
Solyc02g088390	Capang02g003070	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc02g088390	Capana02g003335	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc02g088390	PGSC0003DMP400002601\tPGSC0003DMT400003642	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc02g088390	SLYcer02g05258	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc02g088390	Sopen02g033070	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc02g088390	SPI02g04178	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc02g089610	Capang02g002929	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc02g089610	Capana00g002898;Capana00g002899	Has Ortholog	Dom. pepper	Jasmonic Acid	TRUE
Solyc02g089610	Capana00g002898;Capana00g002899	Has Ortholog	Dom. pepper	Jasmonic Acid	TRUE
Solyc02g089610	PGSC0003DMP400017784\tPGSC0003DMT400026052;PGSC0003DMP400017785\tPGSC0003DMT400026053	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc02g089610	PGSC0003DMP400017784\tPGSC0003DMT400026052;PGSC0003DMP400017785\tPGSC0003DMT400026053	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc02g089610	SLYcer02g05372	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc02g089610	Sopen02g034330	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc02g089610	SPI02g04295	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc03g082620	Capang03g001845	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc03g082620	Capana03g001942	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc03g082620	PGSC0003DMP400032302\tPGSC0003DMT400047690	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc03g082620	SLYcer03g03261	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc03g082620	Sopen03g022380	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc03g082620	SPI03g03350	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc03g097750	Capang03g001568	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc03g097750	Capana03g001623	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc03g097750	PGSC0003DMP400034468\tPGSC0003DMT400051115	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc03g097750	SLYcer03g04045	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc03g097750	Sopen03g028510	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc03g097970	Capang03g001547	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc03g097970	Capana03g001599	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc03g097970	PGSC0003DMP400046776\tPGSC0003DMT400069274;PGSC0003DMP400056204\tPGSC0003DMT400083982;PGSC0003DMP400056205\tPGSC0003DMT400083983	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc03g097970	PGSC0003DMP400046776\tPGSC0003DMT400069274;PGSC0003DMP400056204\tPGSC0003DMT400083982;PGSC0003DMP400056205\tPGSC0003DMT400083983	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc03g097970	PGSC0003DMP400046776\tPGSC0003DMT400069274;PGSC0003DMP400056204\tPGSC0003DMT400083982;PGSC0003DMP400056205\tPGSC0003DMT400083983	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc03g097970	SLYcer03g04120;SLYcer06g04798	Has Ortholog	Tomato cherry	Jasmonic Acid	TRUE
Solyc03g097970	SLYcer03g04120;SLYcer06g04798	Has Ortholog	Tomato cherry	Jasmonic Acid	TRUE
Solyc03g097970	Sopen03g028680;Sopen06g028810	Has Ortholog	S. pennellii	Jasmonic Acid	TRUE
Solyc03g097970	Sopen03g028680;Sopen06g028810	Has Ortholog	S. pennellii	Jasmonic Acid	TRUE
Solyc03g097970	SPI03g04183;SPI06g04660	Has Ortholog	S. pimp.	Jasmonic Acid	TRUE
Solyc03g097970	SPI03g04183;SPI06g04660	Has Ortholog	S. pimp.	Jasmonic Acid	TRUE
Solyc03g111010	Capang03g001318;Capang11g000919	Has Ortholog	Wild pepper	Jasmonic Acid	TRUE
Solyc03g111010	Capang03g001318;Capang11g000919	Has Ortholog	Wild pepper	Jasmonic Acid	TRUE
Solyc03g111010	Capana00g001096;Capana03g001381	Has Ortholog	Dom. pepper	Jasmonic Acid	TRUE
Solyc03g111010	Capana00g001096;Capana03g001381	Has Ortholog	Dom. pepper	Jasmonic Acid	TRUE
Solyc03g111010	PGSC0003DMP400030463\tPGSC0003DMT400044944;PGSC0003DMP400030464\tPGSC0003DMT400044945	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc03g111010	PGSC0003DMP400030463\tPGSC0003DMT400044944;PGSC0003DMP400030464\tPGSC0003DMT400044945	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc03g111010	SLYcer03g04274;SLYcer05g01109	Has Ortholog	Tomato cherry	Jasmonic Acid	TRUE
Solyc03g111010	SLYcer03g04274;SLYcer05g01109	Has Ortholog	Tomato cherry	Jasmonic Acid	TRUE
Solyc03g111010	Sopen03g030190;Sopen05g009560	Has Ortholog	S. pennellii	Jasmonic Acid	TRUE
Solyc03g111010	Sopen03g030190;Sopen05g009560	Has Ortholog	S. pennellii	Jasmonic Acid	TRUE
Solyc03g111010	SPI03g04333;SPI05g01183;SPI05g01185	Has Ortholog	S. pimp.	Jasmonic Acid	TRUE
Solyc03g111010	SPI03g04333;SPI05g01183;SPI05g01185	Has Ortholog	S. pimp.	Jasmonic Acid	TRUE
Solyc03g111010	SPI03g04333;SPI05g01183;SPI05g01185	Has Ortholog	S. pimp.	Jasmonic Acid	TRUE
Solyc03g112700	Capang03g001109	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc03g112700	Capana03g001154	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc03g112700	PGSC0003DMP400031540\tPGSC0003DMT400046621	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc03g112700	SLYcer03g04451	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc03g112700	Sopen03g031780	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc03g112700	SPI03g04501	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc03g117250	Capang03g000470	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc03g117250	Capana03g000510	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc03g117250	SLYcer03g04921	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc03g117250	Sopen03g036140	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc03g117250	SPI03g04978	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc03g122340	Capang03g000098	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc03g122340	Capana03g000103	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc03g122340	PGSC0003DMP400039701\tPGSC0003DMT400058933	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc03g122340	SLYcer03g05459	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc03g122340	Sopen03g041110	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc03g122340	SPI03g05491	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc04g009230	Capang02g000254;Capang03g001811	Has Ortholog	Wild pepper	Jasmonic Acid	TRUE
Solyc04g009230	Capang02g000254;Capang03g001811	Has Ortholog	Wild pepper	Jasmonic Acid	TRUE
Solyc04g009230	Capana02g000307;Capana03g001896	Has Ortholog	Dom. pepper	Jasmonic Acid	TRUE
Solyc04g009230	Capana02g000307;Capana03g001896	Has Ortholog	Dom. pepper	Jasmonic Acid	TRUE
Solyc04g009230	PGSC0003DMP400011903\tPGSC0003DMT400017277;PGSC0003DMP400055590\tPGSC0003DMT400082441	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc04g009230	PGSC0003DMP400011903\tPGSC0003DMT400017277;PGSC0003DMP400055590\tPGSC0003DMT400082441	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc04g009230	SLYcer02g01583	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc04g009230	Sopen02g004390	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc04g009230	SPI02g00562;SPI04g00526	Has Ortholog	S. pimp.	Jasmonic Acid	TRUE
Solyc04g009230	SPI02g00562;SPI04g00526	Has Ortholog	S. pimp.	Jasmonic Acid	TRUE
